,phi,q
0,0.4156435249027638,0.3068816146804092
1,0.4170197645024946,0.3363072260297463
2,0.4005330556486164,0.6680672701004187
3,0.4123898801276086,0.879012384829569
4,0.3950990742500306,0.37352432411436587
5,0.3994300888594109,0.45447935629927605
6,0.4152034424936565,0.786710212629114
7,0.39485901974308024,0.9229211139344701
8,0.41644346881353955,0.29390393456048425
9,0.41613931135013227,0.8035941725883265
10,0.39886104371778003,0.5461930822112587
11,0.38824336895261935,0.276456943138342
12,0.4038542984052351,0.6049321728704117
13,0.3984209550134957,0.6235819761066254
14,0.3814614974129558,0.18385814559506264
15,0.42419753264034654,0.2513784520757073
16,0.405151287743475,0.5255865858493226
17,0.39211241960784393,0.35990493272741875
18,0.40421197607639014,0.646983642537612
19,0.4023091737460971,0.7737583599257184
20,0.42293595078433843,0.02299248606066362
21,0.4128252573775431,0.5358012688448057
22,0.39769347549109046,0.42995534697932347
23,0.39063915693763984,0.9673238717026958
24,0.4168259828147683,0.7075350421373267
25,0.4080825595902322,0.8031705533470983
26,0.41415860787797143,0.6268391471493592
27,0.3930215850842148,0.2621178661748087
28,0.41216694955642835,0.9365998905619356
29,0.4185953008396326,0.8407748553849532
30,0.40245763450427513,0.04940085702842134
31,0.40758880220481464,0.07895221950766418
32,0.4204646419909426,0.35648887507178795
33,0.39907354066102574,0.29506546908879305
34,0.3928700623898284,0.6934219439422127
35,0.4148906646976398,0.4699543009505368
36,0.405060933958851,0.8619901846504936
37,0.3848603656925694,0.6454058610210225
38,0.3915221423296661,0.6384154830105875
39,0.389385811993904,0.2484378926463826
40,0.40044166231118405,0.6028543058029114
41,0.3977349464656843,0.10550330695944077
42,0.4161925750888089,0.09020667193551013
43,0.3918731197912196,0.31022753271607195
44,0.4028536630656539,0.3215909719901904
45,0.40042725151473013,0.27335260935000516
46,0.3917026937483198,0.8788630809812491
47,0.40244812928726276,0.13041069177672637
48,0.4023975423283303,0.15951763720164236
49,0.4025576435712905,0.9024229663668261
50,0.39423579917888163,0.5961512026583293
51,0.3886799036765811,0.90464720643394
52,0.39854993638507047,0.10975031119586265
53,0.3995700922903236,0.0015029628628165925
54,0.402557117308487,0.3933718065251496
55,0.3926996774471662,0.14657584053465056
56,0.41874457841243684,0.2218420042033521
57,0.4021374891274331,0.16810634932562507
58,0.3976389780768871,0.013872105266374057
59,0.4162606773935106,0.056696845839409704
60,0.3911404929534643,0.7768172427130837
61,0.3910287570414763,0.5398575926196397
62,0.4256414337296742,0.16925650616080334
63,0.38401627691107537,0.5454421423687766
64,0.4101857228092174,0.8806326851634957
65,0.4087184368184402,0.13296610122496677
66,0.4154886574919559,0.7893074135045233
67,0.40457817939899005,0.13550045982156256
68,0.3977461382549108,0.7154688459649909
69,0.42186713671127585,0.953547631258011
70,0.39011402173714965,0.79739830373637
71,0.38644728252773974,0.7887374947669334
72,0.39483527260211615,0.7926234448072164
73,0.4077840661875043,0.5101518289971744
74,0.40185379946808164,0.3832176648783583
75,0.41480648800783104,0.37686861940106964
76,0.388246188620586,0.3247957674269212
77,0.41836001754579366,0.5652721431092944
78,0.39000215072730354,0.5453507646578615
79,0.3896110807773825,0.5694993995817669
80,0.3974542957611061,0.7896383666272421
81,0.40916230919878027,0.3727732048802813
82,0.39797548431294844,0.6317941051051804
83,0.3948983976329561,0.7892423359685639
84,0.41266464911134654,0.5571619133014534
85,0.4204491903627169,0.2977909544575589
86,0.4039193968736823,0.35929312423642557
87,0.4013280023633736,0.7885046277482912
88,0.40814459655420077,0.854276620390687
89,0.4054555032063999,0.8003030406473861
90,0.4189647234906134,0.40191139654957064
91,0.4125224140657102,0.7664818374325082
92,0.4068091074497506,0.1325889081491548
93,0.41400013943610314,0.32641918196023345
94,0.40571779854054885,0.27872896143801784
95,0.4214803457939849,0.7542492804281294
96,0.399997272006237,0.9225613908819431
97,0.40992395364124734,0.3799329921762933
98,0.4149988274315862,0.10618130249452662
99,0.39652142763908993,0.27509246588649916
100,0.3962334869131461,0.36996656733462796
101,0.405151287743475,0.6779777158847806
