,phi,q
0,0.35631414683085016,0.7334235244619915
1,0.36215854040744594,0.3247673054384934
2,0.35327159975894284,0.06915248163077237
3,0.34430913668884633,0.5885180565824396
4,0.3481142384637556,0.7167017569984558
5,0.3403279374513347,0.04346607666337032
6,0.3572800879024648,0.7057114808486554
7,0.3532425486705003,0.2655224190883698
8,0.3602665678502976,0.5343579265636554
9,0.3612839516309077,0.7528662275507949
10,0.358260885738377,0.2930360274426017
11,0.3422578950111963,0.14516002893810465
12,0.3429068058904901,0.8507807101691904
13,0.3582124268399526,0.312941995190572
14,0.3540570342661836,0.4680459790598642
15,0.35932274467493125,0.9133036730015148
16,0.3511812323808272,0.34308614820752137
17,0.3631066614633252,0.7418440660799929
18,0.36123139066314014,0.4207322379761609
19,0.3612965273129558,0.4734008878289775
20,0.3537167689662849,0.04853732662454058
21,0.35725111639249296,0.9170419598628418
22,0.364240941365979,0.6027717983288645
23,0.35383417146081503,0.7156564128742294
24,0.3532425486705003,0.6897615252288823
25,0.3532425486705003,0.8068102685532856
26,0.3922711522896539,0.8164587148039145
27,0.353790103343216,0.1829593567315171
28,0.3592803206093948,0.9820492411990233
29,0.34844552108893373,0.05673038873646863
30,0.3538385622416404,0.8307317008034764
31,0.34463653688200824,0.24878661690195303
32,0.35261940032026057,0.3204569724700248
33,0.3612839516309077,0.43593478935368
34,0.3539170786392555,0.35401160156128353
35,0.35429997299407584,0.5826521458612072
36,0.3374961756190067,0.978766533100905
37,0.3606395135864989,0.4772778621314745
38,0.37902509008560026,0.45228621424410476
39,0.3462021565845189,0.40253555173173416
40,0.36137797623412526,0.5718649185257935
41,0.3370375109489025,0.8338496106247779
42,0.3419916495567574,0.7644605157134003
43,0.3519708175476444,0.7994904064018339
44,0.34628699775745453,0.1255824532953782
45,0.35268085366613255,0.6521166255300539
46,0.35237878772177755,0.7129198003306632
47,0.35641495988807875,0.7828063564142782
48,0.34270262854337064,0.8999792520384086
49,0.3594934357734251,0.5217016316212592
50,0.35375866077848916,0.6606788209876716
51,0.34585951062515474,0.4617133365021906
52,0.3550469631099181,0.19343130598671632
53,0.34459763713996616,0.7380035311516672
54,0.3551739384059577,0.9560418759368379
55,0.37297300612181,0.7599416332881546
56,0.3539227257252249,0.08901128945294379
57,0.3541467208109784,0.14840023461452112
58,0.35715263765266375,0.6048975128461346
59,0.35464454484793306,0.7631087506460882
60,0.3582124268399526,0.12794480770611927
61,0.3548559468135399,0.7184529182721904
62,0.3660355802033116,0.7290721999976366
63,0.3553978602078137,0.38598537090911245
64,0.35433976169049414,0.052705475605676066
65,0.38095447352710565,0.46499141239755537
66,0.350545748337474,0.3468062327690081
67,0.36799852563929647,0.5514467623375794
68,0.36204614427073833,0.7437787043564952
69,0.3380108204165442,0.07325559142721239
70,0.3580213433145517,0.25350849238412965
71,0.36306211986964787,0.1967069333248851
72,0.3678906070519867,0.7908391594408353
73,0.3557268031032582,0.8634443438092486
74,0.3640137756635329,0.43247901708579595
75,0.3662434276659613,0.3785189771706061
76,0.3481142384637556,0.1830917486818221
77,0.3465740744821063,0.5914894981260139
78,0.3492794219875399,0.4653402325214341
79,0.3532438715703874,0.8254540942051722
80,0.3627032483537624,0.5909394882822872
81,0.3551739384059577,0.7107068903036442
82,0.3507537452485274,0.34615035165652475
83,0.3577799259891664,0.8626927594285998
84,0.3467077194358195,0.714529189861428
85,0.3545588347480686,0.9146708181249184
86,0.36205720160615495,0.09497815346498317
87,0.3564714191076852,0.7305607901057088
88,0.33892335880672614,0.4256452383527679
89,0.3594692866066547,0.18601287161708235
90,0.3370756619847801,0.016973615896595406
91,0.3584674559781652,0.20599931591816667
92,0.34658656848934455,0.25081523036677034
93,0.34844552108893373,0.48318542554029054
94,0.35976885733854475,0.6668062380612447
95,0.35913443637035913,0.5563316385213635
96,0.3612965273129558,0.7141418284981579
97,0.3577799259891664,0.00238602519157205
98,0.38910489778353574,0.4905003898796598
99,0.35372623183134994,0.7477962118503827
100,0.35879379702032976,0.5788702681020739
101,0.34653492942562253,0.32110614702084583
102,0.3423386911992584,0.21552808895323694
103,0.3427754446020683,0.3548569887454057
104,0.3583899309897199,0.8180455189161511
105,0.34156416242445764,0.38176537269694877
106,0.3565230662224642,0.7047282266594502
107,0.3500781763583444,0.7366466170557623
108,0.35402839276465614,0.43363938084670783
109,0.3405864674547676,0.7680406304636966
110,0.3594692866066547,0.7486653036536235
111,0.33827975227848384,0.6556074750446299
112,0.35764287358834057,0.950310853694766
113,0.36511175425534936,0.7371785092952423
114,0.3462328838944786,0.6133167222200635
115,0.37345536587590267,0.33023989304947
116,0.35587083615516624,0.9046486761762786
117,0.3840350116605397,0.34496527093167906
118,0.360088126444678,0.5868784359861047
119,0.3612965273129558,0.5178600440755232
120,0.3433176810640213,0.19516121555975463
121,0.34443447586490117,0.558441468396859
122,0.34697786634545447,0.6330109873458936
123,0.365411366221874,0.4260302879287532
124,0.33831188695790304,0.642177560554684
125,0.36598693149368444,0.22463483233347836
126,0.34503013799075233,0.5937962025642137
127,0.3419916495567574,0.26166423375363146
128,0.35898458601286587,0.7316874532569416
129,0.3545681099959319,0.5961258149067707
130,0.3646722091417807,0.08670748087553204
131,0.3334452747414059,0.16927959672007376
132,0.34460265085845254,0.542942297010002
133,0.3627032483537624,0.746643040458793
134,0.3520368712138616,0.7767085648898425
135,0.3346760733713643,0.35163580488292745
136,0.34844552108893373,0.3196157080884434
137,0.3446556431867275,0.30229678829259166
138,0.3527120924281951,0.5693506392724559
139,0.3481110515539831,0.2607954148233049
140,0.3659885637032776,0.7133991482638575
141,0.35393771343283476,0.5507588296489375
142,0.35789406973626814,0.9836706065247609
143,0.3537461351990066,0.8203741958248585
144,0.3518026081041762,0.6317372149710369
145,0.33459878447339897,0.7962435037713765
146,0.35898458601286587,0.8989556931090857
147,0.35882243184050605,0.7241052427878613
148,0.36389142936305796,0.6265175879786851
149,0.37103715245560165,0.16012903376385967
150,0.36539812957825535,0.6096384887374833
151,0.36080215109332947,0.010871707548719023
152,0.3576348781094184,0.8589103054782442
153,0.3534845777884693,0.4937758036757611
154,0.3562487197479316,0.5575205463668335
155,0.3521021788360662,0.9313640606531651
156,0.3350274768119292,0.2361009622188417
157,0.34054394298214974,0.6309402516595011
158,0.3614119010680387,0.05455573453975504
159,0.3773357294681119,0.5669564914300329
160,0.35932838498818676,0.6759468342005566
161,0.3654377271116626,0.08277131103244584
162,0.35597765065996384,0.41834485597837934
163,0.3539170786392555,0.3482919504450539
164,0.3475072599034791,0.3620652663657665
165,0.3399863779767628,0.641126826216983
166,0.36024172856336073,0.10563125732348788
167,0.36199432411864907,0.39899779171796923
168,0.33862031925497593,0.21763794684775561
169,0.342332215389909,0.44477281189535045
170,0.32655544316728113,0.3637336601069042
171,0.3486815020738441,0.1749530238145448
172,0.34498559639707504,0.6411702270675882
173,0.3441359296016976,0.3163224990392425
174,0.3816130050851005,0.0444592869751651
175,0.3518026081041762,0.033285966476060413
176,0.3411112065922382,0.8917055494576742
177,0.3612965273129558,0.09761879213208546
178,0.3422610593461055,0.272788205617276
179,0.3486568653140143,0.5801928288032204
180,0.36342281556612943,0.28378774026799325
181,0.36080034183945275,0.06189440416301284
182,0.35389956239695713,0.835471816521892
183,0.3408041436190693,0.04253229421422633
184,0.35766619506712394,0.4192066132662683
185,0.3452252364301308,0.7886908756509907
186,0.3444856803005606,0.4909353336290544
187,0.3594692866066547,0.4370056512050512
188,0.3565230662224642,0.9325193057933201
189,0.353082901923792,0.6272030651917871
190,0.35634642156854296,0.01859766109856309
191,0.3523472794428609,0.2681649927212032
192,0.3459374607070845,0.016221112232082002
193,0.3451649972526314,0.5549066000801561
194,0.35766619506712394,0.4483385882535401
195,0.3582124268399526,0.4963574164412139
196,0.3612965273129558,0.3885210123913003
197,0.35100998126474203,0.23860573993214873
198,0.35930870877497384,0.7590923850842438
199,0.36106991771850017,0.9292122500065161
