,phi,q
0,0.5296419319153214,0.618316535314972
1,0.5085897819796255,0.5845888939647834
2,0.5251765800320132,0.06711748638703918
3,0.5223365400791602,0.8979261978511224
4,0.5170245207278144,0.7176801845458419
5,0.523735958780503,0.8243773590773088
6,0.5183068309560936,0.7984271800379673
7,0.5040855488281948,0.8541403676274865
8,0.5369730224236594,0.609711053601127
9,0.5315133427965252,0.40746761930185205
10,0.5075941236313887,0.423784989778221
11,0.5313203887452091,0.4357457344951178
12,0.5336058706910769,0.6279338901520576
13,0.527415897987147,0.7812526896645015
14,0.5183119709260369,0.6314649474617144
15,0.5170875725370863,0.35078378884463146
16,0.5055557895507626,0.5942940079409474
17,0.5251236208095055,0.716459442837581
18,0.5272096643948673,0.4586595678232239
19,0.5258404134746758,0.8304215692834224
20,0.5145698188768526,0.3752824657175694
21,0.5063930775142262,0.6329669199838317
22,0.515477602784771,0.27842280059979096
23,0.5224511203041466,0.5737205753436718
24,0.531879207666677,0.003093696131219237
25,0.5108220899417377,0.6523330377579551
26,0.5257625241138815,0.4457715086225412
27,0.5244891812733324,0.5969028529367844
28,0.5321496360282887,0.510217712812533
29,0.534084392758887,0.9491543309240777
30,0.5131912646026662,0.40905630126663495
31,0.5215014729811429,0.4343071237705036
32,0.5161166672385396,0.39722058246252645
33,0.5245113931953576,0.23390226129670888
34,0.5308147023705891,0.9809018546654167
35,0.5064216703204739,0.12853996852418603
36,0.5237089128249228,0.4679258600389882
37,0.5106112627436705,0.017070378777139683
38,0.525514643562214,0.339837244216319
39,0.5154188607888868,0.07588748830199399
40,0.5215800418305105,0.37546951967606945
41,0.5135560824894304,0.576872654575825
42,0.516031935864069,0.9252389457419363
43,0.5104640441745337,0.2623803696392264
44,0.514735311552327,0.27295455392012524
45,0.5243117284297373,0.9171779960473635
46,0.513377549738904,0.575237108883364
47,0.5146618938786797,0.767712773660766
48,0.5259972439018341,0.9241863643492143
49,0.518289942472089,0.8552546724411916
50,0.5250992495152182,0.5691938319481358
51,0.5073040598329603,0.7919118115253484
52,0.5242649211976229,0.5134389381180379
53,0.5333511548709354,0.09810051318742186
54,0.5339088836443469,0.37092884010364613
55,0.5215822164277866,0.18289405665670544
56,0.5056850262899746,0.3854152938399452
57,0.5202171684633281,0.24637919941669073
58,0.5243941179354978,0.9475767077826655
59,0.5184361281910455,0.4477905110113819
60,0.5299932966383765,0.25461608285753634
61,0.5297390011584601,0.4419933282800963
62,0.5187652546415688,0.7473519552776975
63,0.528329973201344,0.430459687057947
64,0.5113650833533622,0.45224412344958975
65,0.5144415495396446,0.36307177351210695
66,0.517159912543184,0.14947643562633073
67,0.5298704596268191,0.6256768369741283
68,0.5154580517308585,0.9769084573284212
69,0.5207082190836645,0.7169111395489657
70,0.5126040871429152,0.49534419136068897
71,0.5293674590989688,0.4485593635701035
72,0.5241969800948192,0.7802498617765671
73,0.5179494825951567,0.9245342743874582
74,0.5126595704824688,0.6586256748411301
75,0.5184460157970616,0.42643665828845434
76,0.5315004409659294,0.33416949578433
77,0.5287543840237864,0.5987212578285604
78,0.5212322773094245,0.5641812172644824
79,0.5243941179354978,0.6555286095866344
80,0.5225468525413874,0.4430195352120362
81,0.5134341476201958,0.7775481086361975
82,0.529009314157338,0.31755637196135555
83,0.5368137344424806,0.42786198328966696
84,0.5287222597749397,0.09388476879933128
85,0.5319654461453338,0.3951332641000068
86,0.5294104262562918,0.3101049185577295
87,0.513943368069793,0.958204813254331
88,0.5261551754317371,0.4438248748908802
89,0.5195177735510588,0.7709483724861304
90,0.5199075338501666,0.3457885101125172
91,0.5180206068338191,0.6877001052690004
92,0.4996832711722373,0.6826685130127298
93,0.5015411680209216,0.6424476493166937
94,0.5167859134276473,0.5943313598848201
95,0.5297060974604183,0.9133951019634675
