,phi,q
count,2497.0,2497.0
mean,0.3065369284247779,0.49099746784213383
std,0.02287552203635979,0.2958708218471313
min,0.24148033415370485,0.00044508808158316704
25%,0.29047373155572187,0.22182328094219217
50%,0.3070262996222807,0.49067017604968866
75%,0.32650853947406056,0.7489633404529895
max,0.35480410214220126,0.9998525314547692
