,phi,q
count,2503.0,2503.0
mean,0.510064989405026,0.4922886972075791
std,0.012337102383315294,0.28914474140560986
min,0.4727686215641502,0.0001314802939559323
25%,0.5015176377408227,0.23690218582573636
50%,0.5107768068365695,0.4891062193051918
75%,0.5193049771080661,0.7411006011079857
max,0.5400600910113169,0.9996787751848546
