,phi,q
count,2466.0,2466.0
mean,0.49299103648181714,0.4980896843361788
std,0.012003668732747481,0.2888814027730843
min,0.4581221056346877,0.00030339151352232197
25%,0.48486244234712333,0.2421412282187224
50%,0.4928707042931848,0.500524671808197
75%,0.5011792528864993,0.7493174857528931
max,0.5276993326515879,0.9983413694157572
