,phi,q
count,2500.0,2500.0
mean,0.482040252700309,0.4956686212490116
std,0.009311452256302678,0.2923639496650851
min,0.4547815371846119,0.0002416283422871368
25%,0.47598668606778816,0.229575689658197
50%,0.48182474587203367,0.49548629873047145
75%,0.48771860520633936,0.7464751603369502
max,0.521204047804767,0.9997548407169633
